id,displayName,displayName_pt,importName,name,name_pt,subname,subname_pt,serial,set,rarity,tribe,ability,ability_pt,flavorText,flavorText_pt,unique,mugicCost,artist,imageUrl,mugicNotes/0/letter,mugicNotes/0/length,mugicNotes/0/sharp,mugicNotes/0/flat,mugicNotes/1/letter,mugicNotes/1/length,mugicNotes/1/sharp,mugicNotes/1/flat,mugicNotes/2/letter,mugicNotes/2/length,mugicNotes/2/sharp,mugicNotes/2/flat,mugicNotes/3/letter,mugicNotes/3/length,mugicNotes/3/sharp,mugicNotes/3/flat,mugicNotes/4/letter,mugicNotes/4/length,mugicNotes/4/sharp,mugicNotes/4/flat,mugicNotes/5/letter,mugicNotes/5/length,mugicNotes/5/sharp,mugicNotes/5/flat,mugicNotes/6/letter,mugicNotes/6/length,mugicNotes/6/sharp,mugicNotes/6/flat,uniqueId,mugicNotes/0
SS-77/100,Void Dirge,Lamento do Vazio,voiddirge,Void Dirge,Lamento do Vazio,,,77/100,ss,common,generic,Remove up to three target cards in one general discard pile from the game.,Remova até três cartas alvo de uma Pilha de Descarte Geral do jogo.,Do not dwell on the past. What's lost is best forgotten.,"Não se prenda ao passado. O que se perdeu, é melhor esquecer.",FALSE,1,Jerico Santander,https://i.imgur.com/WwT5WP6.png,E,2,FALSE,TRUE,C,2,FALSE,FALSE,F,3,FALSE,FALSE,C,1,FALSE,FALSE,E,2,FALSE,TRUE,C,2,FALSE,FALSE,A,4,FALSE,TRUE,Void Dirge__ss,
BTD-190/222,Allegro,Allegro,allegro,Allegro,Allegro,,,190/222,btd,uncommon,mipedian,"Target Creature gains 50 :speed:Speed.
If your engaged Creature gained Initiative this turn, Allegro's cost is :mipedianmugic0:.","A Criatura alvo ganha 50 de Velocidade.
Se a sua Criatura em combate ganhou a iniciativa neste turno, o custo de Allegro é reduzido em 2 Contadores.","Even with Spectral Viewers, the invasion squad could no longer find the elusive Mipedians.","Mesmo com os Visores Espectrais, o esquadrão de invasão não conseguia mais encontrar os esquivos Mipedians.",FALSE,2,Jerico Santander,https://i.imgur.com/uuqyg6X.png,B,3,FALSE,FALSE,E,3,FALSE,FALSE,D,3,TRUE,FALSE,G,3,TRUE,FALSE,F,1,TRUE,FALSE,B,1,FALSE,FALSE,G,4,TRUE,FALSE,Allegro__btd,
BTD-191/222,Aria of Enragement,Ária do Enfurecimento,ariaofenragement,Aria of Enragement,Ária do Enfurecimento,,,191/222,btd,uncommon,mipedian,"Target Creature gains ""Recklessness: 5.""","A Criatura alvo ganha ""Descuido: 5"".","""Be gone, you fool! The Cothica won't save Perim! Look at the devastation even a hint of its power can cause!"" — Sobtjek","""Vá embora, seu tolo! A Cothica não vai salvar Perim! Veja a devastação que até mesmo um vislumbre de seu poder pode causar!"" — Sobtjek",FALSE,1,Martin Molski,https://i.imgur.com/DbxSHVj.png,C,1,FALSE,FALSE,D,1,FALSE,TRUE,E,1,FALSE,TRUE,E,1,FALSE,FALSE,E,1,FALSE,TRUE,D,1,FALSE,TRUE,G,4,FALSE,FALSE,Aria of Enragement__btd,
BTD-156/222,Ballad of the Belittled,Balada dos Menosprezados,balladofthebelittled,Ballad of the Belittled,Balada dos Menosprezados,,,156/222,btd,rare,generic,Deal 20 damage to target Creature that has no Disciplines greater than 25.,Cause 20 de dano à Criatura alvo que não possua Disciplinas maiores que 25.,"Always pick off the weak before they grow up and pick you off 
",Menospreze sempre os mais fracos antes que cresçam e Menosprezem você.,FALSE,1,Jerico Santander,https://i.imgur.com/uScI3xg.png,E,2,FALSE,TRUE,C,2,FALSE,FALSE,G,3,FALSE,FALSE,C,1,FALSE,FALSE,A,1,FALSE,TRUE,G,1,FALSE,FALSE,C,4,FALSE,FALSE,Ballad of the Belittled__btd,
BTD-157/222,Cadence Clash,Conflito de Cadência,cadenceclash,Cadence Clash,Conflito de Cadência,,,157/222,btd,rare,generic,Negate target Mugic and return that card to its controller's hand.,Negue o Mugic alvo e o devolva para a mão de seu controlador.,There is nothing worse for a Muge than the stunning sound of silence.,"Para um Mago, nada é pior do que o som ensurdecedor do silêncio.",FALSE,1,Jerico Santander,https://i.imgur.com/CT5dggN.png,D,1,FALSE,FALSE,E,2,FALSE,TRUE,G,1,FALSE,FALSE,B,2,FALSE,TRUE,A,1,FALSE,FALSE,D,3,FALSE,TRUE,F,4,FALSE,FALSE,Cadence Clash__btd,
BTD-158/222,Carnivore's Keening,Pranto do Carnívoro,carnivoreskeening,Carnivore's Keening,Pranto do Carnívoro,,,158/222,btd,rare,generic,"Target Creature gains 30 Energy and ""Recklessness 10.""","A Criatura alvo ganha 30 de Energia e ""Descuido 10"".","""This is where we draw the line! Protect the Riverlands!"" — Tartarek","""Esse é a gota d'água! Protejam os Rios do OutroMundo!"" — Tartarek",FALSE,1,Jerico Santander,https://i.imgur.com/01qilZu.png,F,2,FALSE,FALSE,E,3,FALSE,TRUE,G,2,FALSE,FALSE,E,3,FALSE,FALSE,F,1,FALSE,FALSE,E,1,FALSE,FALSE,D,4,FALSE,TRUE,Carnivore's Keening__btd,
BTD-180/222,Chromatic Postlude,Poslúdio Cromático,chromaticpostlude,Chromatic Postlude,Poslúdio Cromático,,,180/222,btd,super rare,underworld,Deal 5 damage to target Creature for each Mugic counter spent to play Chromatic Postlude.,Cause 5 de dano à Criatura alvo para cada Contador de Mugic gasto para usar Poslúdio Cromático.,"""What you call 'overkill' is what I call 'being thorough.'"" — Takinom","""O que você chama de 'exagero', eu chamo de 'minuciosidade'."" — Takinom",FALSE,X,Martin Molski,https://i.imgur.com/KKqkrOC.png,E,2,FALSE,FALSE,F,2,FALSE,FALSE,G,3,FALSE,TRUE,D,1,FALSE,TRUE,C,3,FALSE,TRUE,E,1,FALSE,FALSE,E,4,FALSE,TRUE,Chromatic Postlude__btd,
BTD-159/222,Deep Dirge,Lamento Profundo,deepdirge,Deep Dirge,Lamento Profundo,,,159/222,btd,ultra rare,generic,Target Minion Creature is treated as if that Creature's controller also controlled a Chieftain.,A Criatura alvo do tipo Lacaio é tratada como se o controlador daquela criatura também controlasse um Chefe.,"As his eyes glazed over, all he could think was, ""Obey, obey, obey.""","Com os olhos vidrados, tudo o que ele conseguia pensar era: ""Obedeça, obedeça, obedeça.""",FALSE,1,Jerico Santander,https://i.imgur.com/4KJgbXa.png,D,1,TRUE,FALSE,E,2,FALSE,FALSE,G,3,FALSE,FALSE,E,2,FALSE,TRUE,F,3,TRUE,FALSE,D,1,FALSE,FALSE,C,4,TRUE,FALSE,Deep Dirge__btd,
BTD-192/222,Desert's Wrathsong,Canção da Ira do Deserto,desertswrathsong,Desert's Wrathsong,Canção da Ira do Deserto,,,192/222,btd,super rare,mipedian,Destroy target Creature with 0 :speed:Speed and 0 :power:Power.,Destrua a Criatura alvo com Velocidade 0 e Poder 0.,"Under the burning sun, even the hardiest desiccate in a matter of minutes.","Sob o sol escaldante, até mesmo as plantas mais resistentes desidratam em questão de minutos.",TRUE,2,Jerico Santander,https://i.imgur.com/lSLtFJ9.png,G,1,FALSE,FALSE,A,3,FALSE,TRUE,B,1,FALSE,FALSE,A,1,FALSE,TRUE,G,2,FALSE,FALSE,E,1,FALSE,TRUE,C,4,FALSE,FALSE,Desert's Wrathsong__btd,
BTD-181/222,Deserter's Finale,Finale do Desertor,desertersfinale,Deserter's Finale,Finale do Desertor,,,181/222,btd,rare,underworld,Deal 5 damage to target Creature. Deal an additional 10 damage to it if it has :water:Water.,"Cause 5 de dano à Criatura alvo.
Cause 10 de dano adicional se ela tiver Água.","""The fire of the UnderWorld will burn forever!"" — Chaor","""O fogo do Submundo arderá para sempre!"" — Chaor",FALSE,1,Jerico Santander,https://i.imgur.com/2oXN4sV.png,G,2,FALSE,FALSE,D,1,FALSE,TRUE,G,1,FALSE,FALSE,E,3,FALSE,TRUE,D,1,FALSE,FALSE,F,1,TRUE,FALSE,F,4,TRUE,FALSE,Deserter's Finale__btd,
BTD-193/222,Disarming Theme,Tema Desarmante,disarmingtheme,Disarming Theme,Tema Desarmante,,,193/222,btd,rare,mipedian,"Target Creature with Invisibility gains ""Invisibility: Disarm.""","A Criatura alvo com Invisibilidade ganha ""Invisibilidade: Desarmar"".",Each time Tangath tried to pick up his blade his unseen foe knocked it away again.,"Cada vez que Tangath tentava pegar sua espada, seu inimigo invisível a derrubava novamente.",FALSE,1,Jerico Santander,https://i.imgur.com/sUT3Z8s.png,E,2,FALSE,FALSE,C,2,FALSE,FALSE,D,2,FALSE,FALSE,F,2,TRUE,FALSE,G,2,TRUE,FALSE,E,2,FALSE,FALSE,A,4,FALSE,FALSE,Disarming Theme__btd,
BTD-175/222,Dissonance of Will,Dissonância de Vontade,dissonanceofwill,Dissonance of Will,Dissonância de Vontade,,,175/222,btd,super rare,overworld,Negate target activated Creature ability.,Negue a habilidade ativada da Criatura alvo.,"Mugic, like memory, is fleeting.","O Mugic, assim como a memória, é fugaz.",FALSE,1,Martin Molski,https://i.imgur.com/bvcn8N5.png,D,3,FALSE,FALSE,G,1,TRUE,FALSE,G,3,TRUE,FALSE,A,3,FALSE,FALSE,A,2,FALSE,FALSE,B,1,FALSE,TRUE,E,4,FALSE,FALSE,Dissonance of Will__btd,
BTD-185/222,Domestic Hive Hymn,Hino Doméstico da Multidão,domestichivehymn,Domestic Hive Hymn,Hino Doméstico da Multidão,,,185/222,btd,rare,danian,"Target Creature gains 10 Energy. 
If Hive is active, that Creature gains an additional 10 Energy.","A Criatura alvo ganha 10 de Energia.
Se Multidão estiver ativa, a criatura ganha 10 de Energia adicional.","With my hive family, I am more ""we"" than ""me.""","Com a minha Multidão, sou mais ""nós"" do que ""eu"".",FALSE,1,Jerico Santander,https://i.imgur.com/C0NlUaD.png,E,3,FALSE,FALSE,G,1,FALSE,FALSE,F,1,TRUE,FALSE,A,1,FALSE,FALSE,G,1,FALSE,FALSE,B,1,FALSE,FALSE,E,4,FALSE,FALSE,Domestic Hive Hymn__btd,
BTD-186/222,Draining Dirge,Lamento de Drenagem,drainingdirge,Draining Dirge,Lamento de Drenagem,,,186/222,btd,uncommon,danian,Heal 15 damage to target Mandiblor Creature.,Cure 15 de dano do Mandiblor alvo.,"Though Mandiblors are treated as the dregs of society, Queen Illexia loves all her children equally.","Embora os Mandiblors sejam tratados como a escória da sociedade, a Rainha Illexia ama todos os seus filhos igualmente.",FALSE,1,Jerico Santander,https://i.imgur.com/719TGzD.png,C,2,FALSE,FALSE,E,1,FALSE,FALSE,F,1,FALSE,FALSE,E,2,FALSE,FALSE,D,1,FALSE,FALSE,C,3,TRUE,FALSE,F,3,TRUE,FALSE,Draining Dirge__btd,
BTD-160/222,Duality Dirge,Lamento da Dualidade,dualitydirge,Duality Dirge,Lamento da Dualidade,,,160/222,btd,rare,generic,"Target Creature gains or loses :courage:Courage, :power:Power, :wisdom:Wisdom and :speed:Speed to make its Disciplines equal to its Scanned Disciplines and cannot be targeted by Mugic or abilities.","A Criatura alvo ganha ou perde Coragem, Poder, Sabedoria e Velocidade para que suas Disciplinas sejam iguais às suas Disciplinas Escaneadas e não pode ser alvo de Mugics ou habilidades.",,,FALSE,3,Jerico Santander,https://i.imgur.com/nbQMVCS.png,F,3,TRUE,FALSE,E,3,FALSE,FALSE,F,3,FALSE,FALSE,D,3,FALSE,FALSE,D,2,TRUE,FALSE,B,1,FALSE,FALSE,B,4,FALSE,TRUE,Duality Dirge__btd,
BTD-176/222,Ecstatic Fanfare,Fanfarra Extática,ecstaticfanfare,Ecstatic Fanfare,Fanfarra Extática,,,176/222,btd,uncommon,overworld,"Target Creature gains 20 :wisdom:Wisdom, 15 :courage:Courage, 10 :speed:Speed and 5 :power:Power.","A Criatura alvo ganha 20 de Sabedoria, 15 de Coragem, 10 de Velocidade e 5 de Poder.",Najarin found it more interesting than prophetic that he had seven letters in his name.,Najarin achou mais interessante do que profético o fato de seu nome ter sete letras.,FALSE,1,Peter Joworoski,https://i.imgur.com/c5wsALz.png,G,1,FALSE,FALSE,A,1,FALSE,FALSE,A,1,FALSE,FALSE,G,1,FALSE,FALSE,A,1,FALSE,FALSE,C,1,FALSE,FALSE,F,4,FALSE,FALSE,Ecstatic Fanfare__btd,
BTD-161/222,Effervescent Etude,Étude Efervescente,effervescentetude,Effervescent Etude,Étude Efervescente,,,161/222,btd,common,generic,Deal 15 damage to target M'arrillian Creature.,Cause 15 de dano à criatura M'arrillian alvo.,"Melodies to some, noise to others.","Melodias para alguns, ruído para outros.",FALSE,1,Jerico Santander,https://i.imgur.com/4iXWPYb.png,B,1,FALSE,TRUE,A,1,FALSE,FALSE,G,1,FALSE,FALSE,F,1,FALSE,FALSE,D,2,FALSE,FALSE,G,2,FALSE,FALSE,A,4,FALSE,FALSE,Effervescent Etude__btd,
BTD-177/222,Empowering Serenade,Serenata Empoderadora,empoweringserenade,Empowering Serenade,Serenata Empoderadora,,,177/222,btd,common,overworld,Target Creature gains 10 Energy and 10 :wisdom:Wisdom.,A Criatura alvo ganha 10 de Energia e 10 de Sabedoria.,"""We all fail, my friend. But how we respond to failure - now that is the sign of a champion."" — Maxxor","""Todos nós falhamos, meu amigo. Mas a forma como reagimos ao fracasso — isso sim é o sinal de um campeão."" — Maxxor",FALSE,1,Martin Molski,https://i.imgur.com/S15wCy9.png,E,2,FALSE,FALSE,E,2,FALSE,FALSE,G,2,TRUE,FALSE,A,2,FALSE,FALSE,B,3,FALSE,FALSE,E,1,FALSE,FALSE,C,4,TRUE,FALSE,Empowering Serenade__btd,
BTD-162/222,Etude of Exhaustion,Étude da Exaustão,etudeofexhaustion,Etude of Exhaustion,Étude da Exaustão,,,162/222,btd,common,generic,"Target Creature gains ""Exhaust all Disciplines 5.""","A Criatura alvo ganha ""Exaustão todas as Disciplinas 5"".","As the battle dragged on from days to weeks, the battalion lost the will to keep fighting.","À medida que a batalha se arrastava por dias e semanas, o batalhão perdeu a vontade de continuar lutando.",FALSE,1,Jerico Santander,https://i.imgur.com/3KoVOMp.png,B,2,FALSE,TRUE,G,2,FALSE,FALSE,E,3,FALSE,TRUE,D,3,FALSE,FALSE,C,3,FALSE,FALSE,F,2,TRUE,FALSE,D,4,FALSE,FALSE,Etude of Exhaustion__btd,
BTD-182/222,Falsetto,Falsete,falsetto,Falsetto,Falsete,,,182/222,btd,common,underworld,"Target Creature loses 20 :power:Power, 15 :speed:Speed, 10 :courage:Courage and 5 :wisdom:Wisdom.","A Criatura alvo perde 20 de Poder, 15 de Velocidade, 10 de Coragem e 5 de Sabedoria.","Before: Chaor 
After: H'earring","Antes: Chaor
Depois: H'earring",FALSE,1,Peter Joworoski,https://i.imgur.com/mMnpWtC.png,G,2,FALSE,FALSE,F,2,TRUE,FALSE,G,2,FALSE,FALSE,C,3,TRUE,FALSE,D,1,FALSE,FALSE,A,2,FALSE,FALSE,G,4,TRUE,FALSE,Falsetto__btd,
BTD-163/222,Fanfare of the Brain,Fanfarra do Cérebro,fanfareofthebrain,Fanfare of the Brain,Fanfarra do Cérebro,,,163/222,btd,ultra rare,generic,"Target Creature gains 25 :courage:Courage and 25 :wisdom:Wisdom. If the target is a Minion Creature, it gains another 25 :courage:Courage and 25 :wisdom:Wisdom.","A Criatura alvo ganha 25 de Coragem e 25 de Sabedoria.
Se o alvo for um Lacaio, ele ganha mais 25 de Coragem e 25 de Sabedoria.",,,FALSE,2,Jerico Santander,https://i.imgur.com/nrKRwsv.png,D,1,FALSE,FALSE,C,3,FALSE,FALSE,C,2,FALSE,FALSE,G,1,FALSE,FALSE,E,1,FALSE,TRUE,B,1,FALSE,FALSE,B,4,FALSE,FALSE,Fanfare of the Brain__btd,
BTD-164/222,Fatiguing Falsetto,Falsete Fatigante,fatiguingfalsetto,Fatiguing Falsetto,Falsete Fatigante,,,164/222,btd,common,generic,"Target Creature gains ""Exhaust all Disciplines 15.""","A Criatura alvo ganha ""Exaustão todas as Disciplinas 15"".","""If you have patience, you can win a war without fighting a single battle."" — Vidav's teachings","""Se você tiver paciência, poderá vencer uma guerra sem travar uma única batalha."" — Ensinamentos de Vidav",FALSE,2,Jerico Santander,https://i.imgur.com/zcaoaSn.png,F,2,FALSE,FALSE,A,2,FALSE,FALSE,C,2,FALSE,FALSE,C,2,FALSE,FALSE,F,2,FALSE,FALSE,A,2,FALSE,FALSE,A,4,FALSE,FALSE,Fatiguing Falsetto__btd,
BTD-183/222,Final Fugue,Fuga Final,finalfugue,Final Fugue,Fuga Final,,,183/222,btd,uncommon,underworld,"Target Creature gains 15 Energy and ""Recklessness 5.""","A Criatura alvo ganha 15 de Energia e ""Descuido 5"".","With adrenaline pumping through his veins, Ragetrod hardly felt a thing when he rammed headfirst through three stone pillars.","Com a adrenalina correndo em suas veias, Ragetrod mal sentiu alguma coisa quando se chocou de cabeça contra três pilares de pedra.",FALSE,1,Martin Molski,https://i.imgur.com/PCDk9f2.png,F,3,TRUE,FALSE,C,2,TRUE,FALSE,F,2,TRUE,FALSE,G,3,TRUE,FALSE,F,1,TRUE,FALSE,G,1,TRUE,FALSE,B,4,FALSE,FALSE,Final Fugue__btd,
BTD-165/222,Fluidmorpher's Fanfare,Fanfarra do Fluidomorfo,fluidmorphersfanfare,Fluidmorpher's Fanfare,Fanfarra do Fluidomorfo,,,165/222,btd,super rare,generic,"Target Creature gains :genericmugic:and "":water:Water 5.""","A Criatura alvo ganha 1 Contador de Mugic e ""Água 5.""","""Defeat the enemy from within. When they no longer know whom to trust, they'll crumble on their own!"" — Phelphor","""Derrote o inimigo por dentro. Quando eles não souberem mais em quem confiar, desmoronarão sozinhos!"" — Phelphor",FALSE,2,Jerico Santander,https://i.imgur.com/GozslQ5.png,B,2,FALSE,TRUE,G,2,FALSE,FALSE,A,2,FALSE,TRUE,F,2,FALSE,FALSE,G,2,FALSE,TRUE,E,2,FALSE,TRUE,D,4,FALSE,FALSE,Fluidmorpher's Fanfare__btd,
BTD-184/222,Improvisational Melody,Melodia Improvisada,improvisationalmelody,Improvisational Melody,Melodia Improvisada,,,184/222,btd,uncommon,underworld,"Deal 10 damage to target Creature. If your engaged Creature dealt 20 or more attack damage this turn, Improvisational Melody's cost is :underworldmugic0:.","Cause 10 de dano à Criatura alvo.
Se a sua criatura em combate causou 20 ou mais de dano de ataque neste turno, o custo de Melodia Improvisada é 0.",,,FALSE,2,Karol Kolodzinski,https://i.imgur.com/nEJRKNA.png,G,2,FALSE,FALSE,B,2,FALSE,TRUE,D,2,FALSE,FALSE,F,3,TRUE,FALSE,G,2,FALSE,FALSE,D,1,FALSE,FALSE,E,4,FALSE,TRUE,Improvisational Melody__btd,
BTD-187/222,Intense Polyphony,Polifonia Intensa,intensepolyphony,Intense Polyphony,Polifonia Intensa,,,187/222,btd,uncommon,danian,"Activate Hive.
If your Creature has taken 15 or more attack damage this turn, Intense Polyphony's cost is :danianmugic0:.","Ative Multidão.
Se sua Criatura sofreu 15 ou mais de dano de ataque neste turno, o custo de Polifonia Intensa é 0.","Against the Danians, there is no such thing as a one-on-one fight.","Contra os Danians, não existe essa de mano a mano.",FALSE,2,Jerico Santander,https://i.imgur.com/T0W0Z3Y.png,C,3,FALSE,FALSE,D,3,FALSE,TRUE,A,2,FALSE,FALSE,E,2,FALSE,TRUE,F,2,FALSE,FALSE,B,2,FALSE,TRUE,E,4,FALSE,FALSE,Intense Polyphony__btd,
BTD-178/222,Melody of Miracles,Melodia dos Milagres,melodyofmiracles,Melody of Miracles,Melodia dos Milagres,,,178/222,btd,uncommon,overworld,"Heal 15 damage to target Creature. If your engaged Creature won a :wisdom:Wisdom Challenge this turn, Melody of Miracles' cost is :overworldmugic0:.","Cure 15 de dano à Criatura alvo.
Se sua criatura em combate venceu um Desafio de Sabedoria neste turno, o custo de Melodia dos Milagres é 0.",,,FALSE,2,Peter Joworoski,https://i.imgur.com/PK95hgy.png,C,3,FALSE,FALSE,C,1,FALSE,FALSE,B,3,FALSE,FALSE,G,1,FALSE,FALSE,A,3,FALSE,FALSE,D,1,FALSE,FALSE,E,4,FALSE,FALSE,Melody of Miracles__btd,
BTD-166/222,Melody of Mirrored Actions,Melodia das Ações Espelhadas,melodyofmirroredactions,Melody of Mirrored Actions,Melodia das Ações Espelhadas,,,166/222,btd,rare,generic,Destroy target Battlegear equipped to an engaged Creature.,Destrua o Equipamento alvo equipado de uma Criatura em combate.,"Mugic is a sword that pierces invulnerable armor, a shield that blocks unstoppable strikes.","Mugic é uma espada que perfura armaduras invulneráveis, um escudo que bloqueia golpes imparáveis.",FALSE,2,Karol Kolodzinski,https://i.imgur.com/j85YiDq.png,A,1,FALSE,FALSE,A,4,FALSE,FALSE,D,1,FALSE,FALSE,D,4,FALSE,FALSE,B,1,FALSE,TRUE,B,2,FALSE,TRUE,G,3,FALSE,TRUE,Melody of Mirrored Actions__btd,
BTD-167/222,Nourishing Nocturne,Noturno Nutritivo,nourishingnocturne,Nourishing Nocturne,Noturno Nutritivo,,,167/222,btd,uncommon,generic,"Sacrifice a Minion Creature. If you do, target engaged Creature gains Energy equal to the Scanned Energy of the sacrificed Creature.","Sacrifique um Lacaio.
Se o fizer, a Criatura alvo em combate ganha Energia igual à Energia Escaneada da Criatura sacrificada.","I know you think you gave it your all, but I bet I can coax out a little more.","Sei que você acha que deu tudo de si, mas aposto que consigo extrair um pouco mais.",FALSE,2,Martin Molski,https://i.imgur.com/ziM0yIr.png,C,1,FALSE,FALSE,C,1,FALSE,FALSE,D,1,FALSE,TRUE,A,4,FALSE,TRUE,G,1,FALSE,TRUE,G,1,FALSE,TRUE,F,3,FALSE,FALSE,Nourishing Nocturne__btd,
BTD-179/222,Odd Opus,Opus Ímpar,oddopus,Odd Opus,Opus Ímpar,,,179/222,btd,rare,overworld,Target Creature gains 15 Energy and 15 to all Disciplines.,A Criatura alvo ganha 15 de Energia e 15 em todas as Disciplinas.,"When a mere seven notes can change the course of history, that is the very definition of a miracle.","Quando meras sete notas podem mudar o curso da história, isso é a própria definição de um milagre.",FALSE,2,Martin Molski,https://i.imgur.com/tJR70mQ.png,E,1,FALSE,TRUE,F,1,TRUE,FALSE,D,1,FALSE,FALSE,A,2,FALSE,FALSE,C,1,TRUE,FALSE,G,3,FALSE,FALSE,B,4,FALSE,FALSE,Odd Opus__btd,
BTD-168/222,Predator's Song,Canção do Predador,predatorssong,Predator's Song,Canção do Predador,,,168/222,btd,ultra rare,generic,"Sacrifice an unengaged Creature. If you do, target engaged Creature loses X from each Discipline where X is the sacrificed Creature's Scanned Disciplines. If you sacrificed a Minion Creature, engaged Creatures also lose 10 Energy.","Sacrifique uma Criatura fora de combate.
Se o fizer, a Criatura em combate alvo perde X de cada Disciplina, onde X é o valor das Disciplinas Escaneadas da Criatura sacrificada.
Se você sacrificou um Lacaio, as criaturas em combate também perdem 10 de Energia.",,,FALSE,1,Jerico Santander,https://i.imgur.com/uunV0oL.png,A,1,FALSE,FALSE,C,2,FALSE,FALSE,G,3,FALSE,FALSE,G,1,TRUE,FALSE,A,3,TRUE,FALSE,F,3,FALSE,FALSE,D,4,FALSE,FALSE,Predator's Song__btd,
BTD-169/222,Prelude to Dominance,Prelúdio para a Dominação,preludetodominance,Prelude to Dominance,Prelúdio para a Dominação,,,169/222,btd,uncommon,generic,Deal 10 damage to target Creature.,Causa 10 de dano à Criatura alvo.,"Strike first, strike fast, strike hard, strike last.","Ataque primeiro, ataque rápido, ataque com força, ataque por último.",FALSE,1,Jerico Santander,https://i.imgur.com/BTZaZ0H.png,G,1,FALSE,FALSE,F,1,FALSE,FALSE,G,4,FALSE,FALSE,D,1,FALSE,FALSE,C,1,FALSE,FALSE,D,2,FALSE,FALSE,E,4,FALSE,FALSE,Prelude to Dominance__btd,
BTD-170/222,Psionic Serenade,Serenata Psiônica,psionicserenade,Psionic Serenade,Serenata Psiônica,,,170/222,btd,ultra rare,generic,"Remove a Minion Creature Card in your general discard pile from the game. If you do, deal damage to target engaged Creature equal to the removed card's Scanned Energy.","Remova um Lacaio do seu Descarte do jogo.
Se fizer isso, cause dano à Criatura alvo em combate igual à Energia Escaneada da criatura removida.",,,TRUE,2,Karol Kolodzinski,https://i.imgur.com/cfH2JJx.png,C,2,FALSE,FALSE,C,2,FALSE,FALSE,B,2,FALSE,FALSE,C,2,FALSE,FALSE,G,4,FALSE,FALSE,A,3,FALSE,TRUE,D,3,FALSE,TRUE,Psionic Serenade__btd,
BTD-188/222,Rhythms of Rage,Ritmos da Fúria,rhythmsofrage,Rhythms of Rage,Ritmos da Fúria,,,188/222,btd,super rare,danian,"Target Mandiblor Creature gains ""Outperform :courage:Courage 5."" If it is Infected, it gains "":earth:Earth 5."" If Hive is active, it also gains 15 Energy.","O Mandiblor alvo ganha ""Exceder Coragem 5"".
Se estiver Infectado, ganha ""Terra 5"".
Se Multidão estiver ativa, também ganha 15 de Energia.",,,FALSE,2,Peter Joworoski,https://i.imgur.com/DhaUS7X.png,C,2,FALSE,FALSE,E,2,FALSE,TRUE,D,2,FALSE,FALSE,C,2,FALSE,FALSE,F,2,TRUE,FALSE,E,2,FALSE,TRUE,C,4,FALSE,FALSE,Rhythms of Rage__btd,
BTD-194/222,Selective Strain,Estrofe Seletiva,selectivestrain,Selective Strain,Estrofe Seletiva,,,194/222,btd,common,mipedian,Target Creature gains 25 to a Discipline of your choice. That Creature loses 25 to another Discipline of your choice.,"A Criatura alvo ganha 25 em uma Disciplina à sua escolha.
Aquela Criatura perde 25 em outra Disciplina à sua escolha.","Every up has a down, every left has a right. The Cothica is always in balance.","Para cada subida há uma descida, para cada esquerda há uma direita. O Cothica está sempre em equilíbrio.",FALSE,1,Jerico Santander,https://i.imgur.com/A74mhB4.png,D,1,FALSE,FALSE,E,1,FALSE,FALSE,F,2,TRUE,FALSE,E,1,FALSE,FALSE,F,1,TRUE,FALSE,G,2,TRUE,FALSE,C,4,TRUE,FALSE,Selective Strain__btd,
BTD-171/222,Song of Stable Shields,Canção dos Escudos Estáveis,songofstableshields,Song of Stable Shields,Canção dos Escudos Estáveis,,,171/222,btd,super rare,generic,Target Creature's Disciplines cannot be increased or decreased.,As Disciplinas da Criatura alvo não podem ser aumentadas nem diminuídas.,"If every Counter has a Counter, what can we count on?","Se cada contador tem um contador, com o que podemos contar?",FALSE,2,Jerico Santander,https://i.imgur.com/plqLkpE.png,B,2,FALSE,TRUE,A,1,FALSE,FALSE,B,2,FALSE,TRUE,D,2,FALSE,FALSE,E,2,FALSE,TRUE,G,2,FALSE,FALSE,F,4,FALSE,FALSE,Song of Stable Shields__btd,
BTD-172/222,Specific Diminishing,Diminuição específica,specificdiminishing,Specific Diminishing,Diminuição específica,,,172/222,btd,common,generic,Target Creature loses 20 to a Discipline of your choice.,A Criatura alvo perde 20 de uma Disciplina à sua escolha.,"When the wise become dumb 
Or the fast become slow 
They've already lost 
And they don't even know","Quando os sábios se tornam tolos
Ou os rápidos se tornam lentos
Eles já perderam
E nem sequer sabem",FALSE,1,Jerico Santander,https://i.imgur.com/IHDlGYc.png,F,1,FALSE,FALSE,E,2,FALSE,FALSE,C,2,TRUE,FALSE,A,2,TRUE,FALSE,C,1,FALSE,TRUE,A,1,FALSE,FALSE,F,4,FALSE,FALSE,Specific Diminishing__btd,
