id,displayName,displayName_pt,name,name_pt,subname,subname_pt,set,rarity,tribe,subtype,subtype_pt,ability,ability_pt,flavorText,flavorText_pt,brainwashedText,brainwashedText_pt,brainwashed,unique,legendary,loyal,loyalRestriction,artist,serialNumber,isPast,stats/courage,stats/power,stats/wisdom,stats/speed,stats/energy,stats/mugic,elements/fire,elements/air,elements/earth,elements/water,imageUrl
AU-60/200,Sepmek,Sepmek,Sepmek,Sepmek,,,au,super rare,mipedian,Muge,Mago,"At the beginning of your turn, flip all Battlegear equipped to Sepmek face-up.","No início do seu turno, vire para cima todos os Equipamentos equipados em Sepmek.","""Do not be afraid, for these symbols are as powerful as any shield.""","""Não tenha medo, pois estes símbolos são tão poderosos quanto qualquer escudo.""",,,false,false,false,false,,"Andrew Bradshaw, Reggie Butler",60/200,false,55,35,70,95,50,1,1,0,1,0,https://i.imgur.com/jnX7LRa.png
AU-61/200,"Silv, Servant of Air","Silv, Serva do Ar",Silv,Silv,Servant of Air, Serva do Ar,au,common,mipedian,Elementalist,Elementalista,:mipedianmugic:: Target Creature gains :air:Air.,:mipedianmugic:: A Criatura alvo ganha :air:Ar.,"""I am of storm and of gentle breeze. Of elegance, lightness and furious wrath. And now I am of your house, Enre-hep.""","""Sou de tempestade e de brisa suave. De elegância, leveza e fúria avassaladora. E agora sou de tua casa, Enre-hep.""",,,false,false,false,false,,"Adrian Barrios, Emilio Lopez",61/200,false,50,45,40,95,45,2,0,1,0,0,https://i.imgur.com/FQvwetd.png
AU-62/200,"Taffial, Cothica Hunter","Taffial, Caçador da Cothica",Taffial,Taffial,Cothica Hunter, Caçador da Cothica,au,super rare,mipedian,Royal Stalker,Real Espreitador,"Expend :earth:Earth: Discard an Attack Card. If you do, return an Attack Card with Build Points less than or equal to the discarded Attack Card to your hand. If you cannot, draw an Attack Card.
","Gaste :earth:Terra: Descarte um Ataque.
Se o fizer, devolva para a sua mão um Ataque com Pontos de Construção menores ou iguais aos do Ataque descartado.
Se não puder, compre um Ataque.","Archaeology is the search for fact, not truth.","A arqueologia é a busca por fatos, não pela verdade.",,,false,false,false,false,,"Khary Randolph, Bob Rivard",62/200,false,80,30,75,75,45,1,0,0,1,0,https://i.imgur.com/oIAEhTv.png
AU-63/200,Ylinné,Ylinné,Ylinné,Ylinné,,,au,common,mipedian,Elite Warrior,Elite Guerreiro,":mipedianmugic:: Target Creature gains ""Invisibility: Strike 10."" If that Creature has :air:Air, it also gains ""Invisibility: Surprise.""",":mipedianmugic:: A Criatura alvo ganha ""Invisibilidade: Ataque 10"". Se essa Criatura possuir :air:Ar, ela também ganha ""Invisibilidade: Surpresa"".","None shall pass - at least, not in one piece.","Ninguém passará — pelo menos, não inteiro.",,,false,false,false,false,,"Adrian Barrios, Axer",63/200,false,60,40,50,85,55,1,0,1,0,0,https://i.imgur.com/qEyL3JP.png
AU-64/200,"Zhade, Dig Site Defender","Zhade, Defensor do Sítio de Escavação",Zhade,Zhade,Dig Site Defender, Defensor do Sítio de Escavação,au,common,mipedian,Stalker,Espreitador,Invisibility: Strike 15,Invisibilidade: Ataque 15,Zhade makes sure that those spies unfortunate enough to learn what was unearthed never report their findings.,Zhade garante que os espiões que tiverem o azar de descobrir o que foi desenterrado jamais relatem suas descobertas.,,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",64/200,false,75,55,40,105,50,1,0,1,1,0,https://i.imgur.com/eEZdWOB.png
FAS-27/100,"Malvadine, The King's Herald","Malvadine, O Arauto do Rei",Malvadine,Malvadine,The King's Herald, O Arauto do Rei,fas,ultra rare,mipedian,Elite Warrior,Elite Guerreiro,"Invisibility: Strike 10 
While you control a Royal, Malvadine has ""Defender"" and "":air:Air 5.""","Invisibilidade: Ataque 10
Enquanto você controlar uma Criatura Real, Malvadine tem ""Defensor"" e "":air:Ar 5"".","""We shall claim this city for Mipedim as we await King Theb-saar's return!""","""Reivindicaremos esta cidade para os Mipedians enquanto aguardamos o retorno do Rei Theb-saar!""",,,false,false,false,false,,"Khary Randolph, Axer",27/100,false,95,60,55,110,70,1,0,1,0,0,https://i.imgur.com/zO3TGxq.png
OP-OP1-9/20,Ghatup,Ghatup,Ghatup,Ghatup,,,op,uncommon,mipedian,Scout,Explorador,,,"Traveling far beyond the desert, Ghatup has seen many sights, including those he wishes he never had.","Viajando muito além do deserto, Ghatup viu muitas coisas, inclusive aquelas que gostaria de nunca ter visto.",,,false,false,false,false,,"Adrian Barrios, Anthony Washington",OP1-9/20,false,70,30,75,70,45,2,0,1,0,0,https://i.imgur.com/eu6dSqr.png
OP-OP1-10/20,Vasquin,Vasquin,Vasquin,Vasquin,,,op,rare,mipedian,Muge,Mago,:mipedianmugic:: Deal 5 damage to target Creature.,:mipedianmugic:: Cause 5 de dano à Criatura alvo.,"After stealing Ulmar's top-secret Mugiblade, Vasquin earned himself an eternal enemy... but it was well worth it!","Depois de roubar a Mugiespada ultrassecreta de Ulmar, Vasquin ganhou um inimigo eterno... mas valeu muito a pena!",,,false,false,false,false,,"Khary Randolph, Emilio Lopez",OP1-10/20,false,75,50,95,45,60,1,0,0,0,0,https://i.imgur.com/iHLaBrR.png
OP-LR07/10,Abin-wor,Abin-wor,Abin-wor,Abin-wor,,,op,common,mipedian,Conjuror,Conjurador,"Damage dealt by Recklessness to Warbeast Creatures you control is reduced by 5.
Warbeast Creatures you control have ""Waterproof: 25.""","O dano causado por Descuido a Criaturas Fera da Guerra que você controla é reduzido em 5.
Criaturas Fera da Guerra que você controla têm ""À prova D'água: 25"".",,,,,false,false,false,false,,"Gustavo, Anthony Washington",LR07/10,false,35,40,65,55,35,1,0,0,1,0,https://i.imgur.com/Yf9DivH.png
OP-LR08/10,Farhkaj,Farhkaj,Farhkaj,Farhkaj,,,op,uncommon,mipedian,Elite Warrior,Elite Guerreiro,Damage dealt to Farhkaj by :water:Water attacks is reduced by 5.,O dano causado a Farhkaj por ataques de :water:Água é reduzido em 5.,,,,,false,false,false,true,,Imaginary Friends Studios,LR08/10,false,45,65,55,85,65,1,0,1,0,0,https://i.imgur.com/nbFukeR.png
OP-ppbf43fg,Kobarri,Kobarri,Kobarri,Kobarri,,,op,common,mipedian,Royal Muge,Real Mago,:mipedianmugic: :mipedianmugic:: Target Creature you control cannot be targeted by Mugic or abilities.,:mipedianmugic: :mipedianmugic:: A Criatura alvo que você controla não pode ser alvo de Mugic ou habilidades.,,,,,false,false,false,false,,,,false,60,35,70,30,30,3,0,0,0,0,https://i.imgur.com/oIpsvUx.png
DOP-P-019,Epaluo,Epaluo,Epaluo,Epaluo,,,dop,promo,mipedian,Stalker Warrior,Espreitador Guerreiro,"Invisibility: Strike 5.
Invisibility: Surprise.","Invisibilidade: Ataque 5.
Invisibilidade: Surpresa.",,,,,false,false,false,false,,Tom Baxa,P-019,false,50,40,85,70,55,1,0,0,1,0,https://i.imgur.com/d1eX9h4.png
TOTT-P-005,"Prince Mudeenu, Champion of the Guard","Príncipe Mudeenu, Campeão da Guarda",Prince Mudeenu,Príncipe Mudeenu,Champion of the Guard, Campeão da Guarda,tott,promo,mipedian,Royal Warrior,Real Guerreiro,"Mipedian Creatures you control have ""Invisibility: Surprise.""",":mipedian:Mipedians que você controla têm ""Invisibilidade: Surpresa"".","""You can either surrender or die... and I won't accept your surrender."" — Prince Mudeenu","""Você pode se render ou morrer... e eu não aceitarei a sua rendição."" — Príncipe Mudeenu",,,false,true,false,false,,Imaginary Friends Studios,P-005,false,95,50,30,90,60,0,0,1,0,0,https://i.imgur.com/cvoV1tw.png
DOP-1/232,Arias,Arias,Arias,Arias,,,dop,common,overworld,Warrior,Guerreiro,Support: :power:Power 5.,Suporte: :power:Poder 5.,"If you think he looks angry now, you should have been at the nose-piercing!","Se você acha que ele parece bravo agora, você deveria ter visto quando colocaram o piercing no nariz!",,,false,false,false,false,,"Khary Randolph, John Rauch",1/232,false,65,75,40,65,55,0,0,0,1,0,https://i.imgur.com/Jn8cs6S.png
DOP-2/232,Attacat,Attacat,Attacat,Attacat,,,dop,uncommon,overworld,Guardian Warrior,Guardião Guerreiro,Swift 1.,Ágil 1.,"""A ferocious warrior — when he finally gets up the nerve to battle."" — Intress","""Um guerreiro feroz — quando finalmente reúne coragem para a batalha."" — Intress",,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",2/232,false,40,75,70,115,55,0,0,0,0,0,https://i.imgur.com/tBbfg1i.png
DOP-3/232,Blazier,Blazier,Blazier,Blazier,,,dop,super rare,overworld,Scout,Explorador,:overworldmugic:: Look at the top two cards of target player's Location Deck. Put one of them on top of that deck and the other on the bottom.,":overworldmugic:: Olhe as duas cartas do topo do Baralho de Locais do jogador alvo.
Coloque uma delas no topo e a outra no fundo.","This small, scrappy spy maps enemy territory for the OverWorld’s warriors.",Este pequeno e aguerrido espião mapeia o território inimigo para os guerreiros do OutroMundo.,,,false,false,false,false,,Kazutoko Matsumoto,3/232,false,45,50,70,35,45,2,0,0,1,0,https://i.imgur.com/5nNWyWL.png
DOP-4/232,Blügon,Blügon,Blügon,Blügon,,,dop,rare,overworld,Elementalist,Elementalista,:water:Water 5.,:water:Água 5.,The Frozen - mysterious Creatures who inhabit Glacier Plains - count Blügon as their friend.,Os Congelados – criaturas misteriosas que habitam as Geleiras – consideram Blügon um amigo.,,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",4/232,false,45,75,80,55,45,0,0,0,0,1,https://i.imgur.com/aFlMIEx.png
DOP-5/232,Bodal,Bodal,Bodal,Bodal,,,dop,common,overworld,Caretaker,Zelador,Support: :wisdom:Wisdom 5.,Suporte: :wisdom:Sabedoria 5.,The trouble with Bodal is that Bodal is troubled.,O problema de Bodal é que Bodal é problemático.,,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",5/232,false,50,50,90,70,50,1,0,0,0,0,https://i.imgur.com/vAr7Sif.png
DOP-6/232,Crawsectus,Crawsectus,Crawsectus,Crawsectus,,,dop,super rare,overworld,Elementalist,Elementalista,:earth:Earth 5.,:earth:Terra 5.,His hard exterior hides an even harder interior.,Seu exterior duro esconde um interior ainda mais duro.,,,false,false,false,false,,Kazutoko Matsumoto,6/232,false,70,55,50,35,55,0,0,0,1,1,https://i.imgur.com/QvVn1KG.png
DOP-7/232,Donmar,Donmar,Donmar,Donmar,,,dop,rare,overworld,Caretaker,Zelador,:overworldmugic:: Heal 10 damage to target Creature.,:overworldmugic:: Cure 10 de dano da Criatura alvo.,Deciphering the Runic Grove’s mysterious markings is Donmar’s devotion... and the likely cause of his dementia.,Decifrar as misteriosas inscrições do Bosque Rúnico é a devoção de Donmar... e a provável causa de sua demência.,,,false,false,false,false,,Kazutoko Matsumoto,7/232,false,55,75,75,60,50,2,0,0,0,0,https://i.imgur.com/Q7VZWvk.png
DOP-8/232,Dractyl,Dractyl,Dractyl,Dractyl,,,dop,common,overworld,Scout,Explorador,"Range.
Swift 1.","Alcance.
Ágil 1.",The high-flying OverWorld messenger and spy.,O mensageiro e espião voador do OutroMundo.,,,false,false,false,false,,"Khary Randolph, John Rauch",8/232,false,35,80,60,85,45,0,0,0,0,0,https://i.imgur.com/OhtAz44.png
DOP-9/232,Frafdo,Frafdo,Frafdo,Frafdo,,,dop,uncommon,overworld,Guardian,Guardião,Support: :courage:Courage 5.,Suporte: :courage:Coragem 5.,This winged warrior makes his nest at Castle Bodhran.,Este guerreiro alado faz seu ninho no Castelo Bodhran.,,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",9/232,false,95,90,55,85,40,0,0,0,0,0,https://i.imgur.com/DLDmGJu.png
DOP-10/232,Gespedan,Gespedan,Gespedan,Gespedan,,,dop,common,overworld,Scout,Explorador,"Support: :speed:Speed 5.
Swift 1.","Suporte: :speed:Velocidade 5.
Ágil 1.","No matter how swiftly Gespedan sprints, he can’t outrun his one, tragic mistake.","Por mais rápido que Gespedan corra, ele não consegue escapar do seu único e trágico erro.",,,false,false,false,false,,"Edwin Nebres, Andrew Bradshaw, David Curiel",10/232,false,55,60,45,110,40,1,0,0,0,0,https://i.imgur.com/MmeC8LW.png
DOP-11/232,Heptadd,Heptadd,Heptadd,Heptadd,,,dop,ultra rare,overworld,Guardian Muge,Guardião Mago,Heptadd can play Mugic of any tribe.,Heptadd pode usar Mugics de todas as tribos.,Some in Perim believe that Heptadd knows where the Cothica is.,Alguns em Perim acreditam que Heptadd sabe onde Cothica está escondida.,,,false,true,false,true,,"Khary Randolph, Etienne St.Laurent",11/232,false,60,60,60,60,55,1,1,1,1,1,https://i.imgur.com/ePgP5EH.png
DOP-12/232,Intress,Intress,Intress,Intress,,,dop,super rare,overworld,Hero,Herói,:water:Water 5.,:water:Água 5.,The secret behind Maxxor’s bond with Intress is also the wedge that keeps them apart.,O segredo por trás da ligação de Maxxor com Intress é também o obstáculo que os mantém separados.,,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",12/232,false,50,45,50,65,45,1,0,0,0,1,https://i.imgur.com/F8B6EhN.png
DOP-13/232,Laarina,Laarina,Laarina,Laarina,,,dop,uncommon,overworld,Scout,Explorador,,,"""I don’t steal; I liberate lost valuables. And the only problem I have with what I do is the possibility of getting caught."" — Laarina","""Eu não roubo; eu recupero objetos de valor perdidos. E o único problema que tenho com o que faço é a possibilidade de ser pega."" — Laarina",,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",13/232,false,45,30,60,40,35,2,0,0,1,1,https://i.imgur.com/gMRkSHS.png
DOP-14/232,Maglax,Maglax,Maglax,Maglax,,,dop,uncommon,overworld,Guardian,Guardião,:earth:Earth 5.,:earth:Terra 5.,Mommark’s monstrous creation has one thing going for him: a magnetic personality!,A monstruosa criação de Mommark tem uma coisa a seu favor: uma personalidade magnética!,,,false,false,false,false,,"Adrian Barrios, Etienne St.Laurent",14/232,false,80,70,35,40,45,0,0,0,1,0,https://i.imgur.com/IclEh7F.png
DOP-15/232,Maxxor,Maxxor,Maxxor,Maxxor,,,dop,ultra rare,overworld,Hero,Herói,:overworldmugic:: Heal 10 damage to target Creature.,:overworldmugic: : Cure 10 de dano à Criatura alvo.,"No OverWorlder has ever seen Maxxor’s face in battle because he is always in the frontline, leading the charge!","Nenhum OutroMundano jamais viu o rosto de Maxxor em batalha, pois ele está sempre na linha de frente, liderando o ataque!",,,false,true,false,true,,"Khary Randolph, Etienne St.Laurent",15/232,false,110,75,90,60,65,2,1,0,1,0,https://i.imgur.com/V9wEb0y.png
DOP-16/232,Najarin,Najarin,Najarin,Najarin,,,dop,rare,overworld,Strategist Muge,Estrategista Mago,:overworldmugic::overworldmugic:: Return target Mugic Card from your general discard pile to your hand.,:overworldmugic::overworldmugic: : Retorne o Mugic alvo da sua Pilha de Descarte para a sua mão.,"""The search for the Cothica is the means to an end. But finding it may mean the end."" — Najarin","""A busca pela Cothica é um meio para um fim. Mas encontrá-la pode significar o fim."" — Najarin",,,false,true,false,false,,"Khary Randolph, Etienne St.Laurent",16/232,false,70,40,100,45,35,2,0,0,0,0,https://i.imgur.com/ZUDGKDL.png
DOP-17/232,Owis,Owis,Owis,Owis,,,dop,super rare,overworld,Guardian,Guardião,":overworldmugic:: Heal 5 damage to target Creature. 
:overworldmugic:: Heal 10 damage to Owis.",":overworldmugic:: Cure 5 de dano à Criatura alvo.
:overworldmugic:: Cure 10 de dano a Owis.",UnderWorlders have made countless attempts to breach Cordac Falls. Owis has repelled all but one... the one that haunts him.,"Submundanos fizeram inúmeras tentativas de invadir as Cataratas de Cordac. Owis repeliu todas, exceto uma... aquela que o assombra.",,,false,false,false,false,,"Adrian Barrios, Etienne St.Laurent",17/232,false,70,35,65,40,50,1,0,0,0,1,https://i.imgur.com/IwaRJDH.png
DOP-18/232,Psimion,Psimion,Psimion,Psimion,,,dop,common,overworld,Strategist,Estrategista,Support: :wisdom:Wisdom 5.,Suporte: :wisdom:Sabedoria 5.,"""Simple"" Psimion is not... though his seeming to be so has certain advantages.","Psimion não é ""simplório""... embora essa aparência grosseira tenha certas vantagens.",,,false,false,false,false,,"Adrian Barrios, Etienne St.Laurent",18/232,false,55,40,65,50,50,1,0,0,1,0,https://i.imgur.com/GbWNLnI.png
DOP-19/232,Rellim,Rellim,Rellim,Rellim,,,dop,uncommon,overworld,Caretaker,Zelador,Support: :courage:Courage 5.,Suporte: :courage:Coragem 5.,"""The Mill is not my only interest. I also enjoy beating on UnderWorlders."" — Rellim","""O Moinho não é meu único interesse. Também gosto de surrar submundanos."" — Rellim",,,false,false,false,false,,"Adrian Barrios, Etienne St.Laurent",19/232,false,60,75,70,50,55,1,0,0,0,1,https://i.imgur.com/NTAjzQR.png
DOP-20/232,Slurhk,Slurhk,Slurhk,Slurhk,,,dop,common,overworld,Guardian,Guardião,,,"As poison spreads throughout the Mipedian’s body, Slurhk sneers. He will enjoy reclaiming his desert homeland — one lizard at a time.","Enquanto o veneno se espalha pelo corpo do Mipedian, Slurhk debocha. Ele terá prazer em reconquistar sua terra natal desértica — um lagarto de cada vez.",,,false,false,false,false,,"Khary Randolph, Anthony Washington",20/232,false,55,45,45,50,55,0,0,0,1,1,https://i.imgur.com/5xupe9K.png
DOP-21/232,Staluk,Staluk,Staluk,Staluk,,,dop,rare,overworld,Warrior,Guerreiro,":earth:Earth 5.
Swift 1.",":earth:Terra 5.
Ágil 1.",This Mommark creation is slow to start... and difficult to stop.,Essa criação do Mommark demora a arrancar... e é difícil de parar.,,,false,false,false,false,,Kazutoko Matsumoto,21/232,false,45,55,35,50,55,0,0,0,1,0,https://i.imgur.com/1S1Axqn.png
DOP-22/232,Tangath Toborn,Tangath Toborn,Tangath Toborn,Tangath Toborn,,,dop,super rare,overworld,Strategist Warrior,Estrategista Guerreiro,:overworldmugic:: Heal 10 damage to Tangath Toborn.,:overworldmugic:: Cure 10 de dano de Tangath Toborn.,"""I battle because I must. But in my heart, I know that war is not the answer."" — Tangath Toborn","""Luto porque preciso. Mas, no fundo, sei que a guerra não é a resposta."" — Tangath Toborn",,,false,false,false,false,,Kazutoko Matsumoto,22/232,false,50,55,50,40,35,1,1,0,1,0,https://i.imgur.com/X53VvvJ.png
DOP-23/232,Tartarek,Tartarek,Tartarek,Tartarek,,,dop,rare,overworld,Hero,Herói,":overworldmugic:: Target Creature gains ""Swift 1.""",":overworldmugic:: A Criatura alvo ganha ""Ágil 1"".","Brave enough to take on any battle, wise enough to avoid most.","Corajoso o bastante para enfrentar qualquer batalha, sábio o suficiente para evitar a maioria.",,,false,false,false,false,,Kazutoko Matsumoto,23/232,false,100,55,100,35,40,1,0,0,0,0,https://i.imgur.com/YTqgHpi.png
DOP-24/232,Velreth,Velreth,Velreth,Velreth,,,dop,uncommon,overworld,Warrior,Guerreiro,Swift 1.,Ágil 1.,Velreth is easy to find: just follow the path of destruction.,Velreth é fácil de encontrar: basta seguir o rastro de destruição.,,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",24/232,false,65,90,50,35,50,1,0,0,0,0,https://i.imgur.com/ZWavo12.png
DOP-25/232,Vidav,Vidav,Vidav,Vidav,,,dop,common,overworld,Strategist,Estrategista,:overworldmugic:: Heal 15 damage to target Creature.,:overworldmugic:: Cura 15 de dano à Criatura alvo.,he treaty of Vidav could have brought peace to the warring tribes of Perim ... if only its leaders had been willing to accept it.,O Tratado de Vidav poderia ter trazido paz às tribos guerreiras de Perim... se seus líderes tivessem estado dispostos a aceitá-lo.,,,false,false,false,false,,"Khary Randolph, Etienne St.Laurent",25/232,false,55,40,60,45,40,2,0,0,0,0,https://i.imgur.com/40IHUQO.png
DOP-26/232,Xaerv,Xaerv,Xaerv,Xaerv,,,dop,uncommon,overworld,Elementalist,Elementalista,:air:Air 5.,:air:Ar 5.,"""You got Xaerved."" - Xaerv","""Você foi Xaervado."" - Xaerv",,,false,false,false,false,,Kazutoko Matsumoto,26/232,false,50,35,55,70,35,2,0,1,0,0,https://i.imgur.com/x3eSwO9.png
DOP-27/232,Yokkis,Yokkis,Yokkis,Yokkis,,,dop,super rare,overworld,Hero,Herói,Support: all Disciplines 5.,Suporte: Todas as Disciplinas 5.,"He may look funny from a distance, but get too close and the joke’s on you.","Ele pode parecer engraçado de longe, mas chegue muito perto e a piada é você.",,,false,false,false,false,,Kazutoko Matsumoto,27/232,false,30,30,30,30,55,2,0,0,1,0,https://i.imgur.com/VGYVmRG.png
DOP-28/232,Zalic,Zalic,Zalic,Zalic,,,dop,rare,overworld,Guardian,Guardião,:overworldmugic:: Heal 15 damage to Zalic.,:overworldmugic:: Cure 15 de dano a Zalic.,"This confidant of Intress never sleeps, so Maxxor has appointed him guardian of the Passage between the OverWorld and the UnderWorld.","Esse confidente de Intress nunca dorme, por isso Maxxor o nomeou Guardião da Passagem entre o OutroMundo e o Submundo.",,,false,false,false,false,,Kazutoko Matsumoto,28/232,false,55,65,50,50,50,2,0,0,0,0,https://i.imgur.com/XLpEJyY.png
ZOTH-1/100,Aggroar,Aggroar,Aggroar,Aggroar,,,zoth,common,overworld,Strategist,Estrategista,"Strategist Creatures you control have ""Defender.""","Estrategistas que você controla ganham ""Defensor"".","Flickers like a frozen flame, strikes like a burning shard.","Oscila como uma chama congelada, atinge como um estilhaço em chamas.",,,false,false,false,false,,"Adrian Barrios, Emilio Lopez",1/100,false,65,45,75,55,45,0,0,0,1,0,https://i.imgur.com/Xo7Xu1o.png
ZOTH-2/100,Garv,Garv,Garv,Garv,,,zoth,rare,overworld,Caretaker,Zelador,:overworldmugic:: Flip target Battlegear face-up or face-down.,:overworldmugic:: Vire o Equipamento alvo para cima ou para baixo.,Speaker of a thousand languages - from bird to bacteria - the bulbous monk wanders the land and watches life flourish with every step.,Falante de mil línguas – de pássaros a bactérias – o monge corpulento vagueia pela terra e observa a vida florescer a cada passo.,,,false,true,false,false,,"Gus Vazquez, Anthony Washington",2/100,false,60,35,85,40,60,2,0,0,0,0,https://i.imgur.com/hXKLct3.png
ZOTH-3/100,Hune Marquard,Hune Marquard,Hune Marquard,Hune Marquard,,,zoth,uncommon,overworld,Muge,Mago,"When a Danian Mugic is played by an opposing Creature, put a Mugic counter on Hune Marquard.","Quando um Mugic Danian for usado por uma Criatura adversária, coloque um :overworldmugic: em Hune Marquard.","As the foremost authority on Danian Mugic, he works to unlock their mysteries... and how to exploit them.","Como a maior autoridade em Mugics Danian, ele trabalha para desvendar seus mistérios... e como explorá-los.",,,false,false,false,false,,"Edwin Nebres, David Curiel",3/100,false,50,45,75,60,35,2,0,0,0,0,https://i.imgur.com/uLVl2r6.png
ZOTH-4/100,Lomma,Lomma,Lomma,Lomma,,,zoth,super rare,overworld,Guardian,Guardião,"Defender.
:water:Water 5.
The first attack against Lomma each combat deals 10 less damage.","Defensor.
:water:Água 5.
O primeiro ataque contra Lomma em cada combate causa 10 de dano a menos.","After losing her family as a child, Lomma vowed that none would terrorize her tribe again.","Após perder sua família quando criança, Lomma jurou que ninguém mais iria aterrorizar sua tribo.",,,false,false,false,false,,"Khary Randolph, John Rauch",4/100,false,65,60,70,45,45,1,0,0,0,1,https://i.imgur.com/dtNjrcT.png
ZOTH-5/100,"Raznus, Ambassador to the Danians","Raznus, Embaixador dos Danians",Raznus,Raznus,Ambassador to the Danians, Embaixador dos Danians,zoth,super rare,overworld,Ambassador,Embaixador,"Danian Creatures you control can play OverWorld Mugic.
Fireproof 10.","Danians que você controla podem usar Mugics do OutroMundo.
À Prova de Fogo 10.",Raznus yearned to forge an alliance. The Danians had other ideas.,Raznus ansiava por forjar uma aliança. Os danians tinham outros planos.,,,false,true,false,false,,"Adrian Barrios, Anthony Washington",5/100,false,70,30,80,50,45,2,0,0,1,1,https://i.imgur.com/rdN6fa0.png
SS-1/100,Arbeid,Arbeid,Arbeid,Arbeid,,,ss,uncommon,overworld,Guardian,Guardião,:overworldmugic:: Target attack deals 5 damage. This ability can only be used once per turn.,":overworldmugic:: O Ataque alvo causa 5 de dano.
Esta habilidade só pode ser usada uma vez por turno.","""Keep attacking. I'll let you know when it stops tickling."" — Arbeid","""Continue atacando. Eu aviso quando parar de fazer cócegas."" — Arbeid",,,false,true,false,true,,"Khary Randolph, Axer",1/100,false,55,40,60,45,40,2,0,0,0,1,https://i.imgur.com/EZIBZHo.png
SS-2/100,Clodor,Clodor,Clodor,Clodor,,,ss,common,overworld,Warrior,Guerreiro,"When Clodor wins a :wisdom:Wisdom Challenge on an attack it plays, put a Mugic counter on it.","Quando Clodor vencer um Desafio de :wisdom:Sabedoria em um Ataque que ele jogar, coloque :overworldmugic: nele.","Without the harness, Clodor's unstable spark would have exploded and destroyed Perim long ago.","Sem o arnês, a faísca instável de Clodor teria explodido e destruído Perim há muito tempo.",,,false,false,false,false,,"Khary Randolph, Gustavo, Etienne St.Laurent",2/100,false,50,65,105,45,55,0,0,0,0,0,https://i.imgur.com/MHJH2wy.png
SS-3/100,Hifdan,Hifdan,Hifdan,Hifdan,,,ss,uncommon,overworld,Scout,Explorador,"When a Creature you control has Mugic counter put on it, Hifdan gains ""Range"" and ""Swift 2.""","Quando uma Criatura que você controla recebe um :overworldmugic:, Hifdan ganha ""Alcance"" e ""Ágil 2"".","Though feared by many for looking like an UnderWorlder, Hifdan is as loyal to Maxxor as they come.","Apesar de ser temido por muitos por sua aparência semelhante à de um submundano, Hifdan é leal a Maxxor como poucos.",,,false,false,false,false,,"Ryan Benjamin, Anthony Washington",3/100,false,60,35,45,45,45,0,1,0,1,0,https://i.imgur.com/Vn2TYcj.png
SS-4/100,Iparu,Iparu,Iparu,Iparu,,,ss,ultra rare,overworld,Elementalist,Elementalista,"At the beginning of combat, Iparu gains or loses :courage:Courage, :power:Power, :wisdom:Wisdom and :speed:Speed so those values become equal to the opposing engaged Creature's Scanned :courage:Courage, :power:Power, :wisdom:Wisdom and :speed:Speed.","No início do combate, Iparu ganha ou perde :courage:Coragem, :power:Poder, :wisdom:Sabedoria e :speed:Velocidade, de forma que esses valores se tornem iguais aos valores escaneados de :courage:Coragem, :power:Poder, :wisdom:Sabedoria e :speed:Velocidade da Criatura em combate do oponente.",,,,,false,true,false,true,,"Khary Randolph, David Curiel",4/100,false,35,35,35,35,55,1,1,1,0,0,https://i.imgur.com/1DHZIc1.png
SS-5/100,Kalt,Kalt,Kalt,Kalt,,,ss,common,overworld,Elementalist Muge,Elementalista Mago,":overworldmugic:: Another target Creature gains an Elemental Type of your choice. If the target is an Elementalist Creature, put a Mugic counter on it. This ability can only be used once per turn.
",":overworldmugic:: Outra Criatura alvo ganha um Elemento à sua escolha.
Se o alvo for um Elementalista, ele ganha um :genericmugic:.
Esta habilidade só pode ser usada uma vez por turno.",,,,,false,false,false,false,,"Khary Randolph, Hotshots VFX",5/100,false,65,40,45,50,45,2,0,0,0,1,https://i.imgur.com/1YCx5Vn.png
SS-6/100,Karraba,Karraba,Karraba,Karraba,,,ss,super rare,overworld,Muge,Mago,:overworldmugic:: Heal 10 damage to target Creature for each Mugic counter on Karraba. This ability can only be used once per turn.,":overworldmugic:: Cure 10 de dano à Criatura alvo para cada :overworldmugic: em Karraba.
Esta habilidade só pode ser usada uma vez por turno.",,,,,false,false,false,false,,"Dan Norton, Anthony Washington",6/100,false,70,40,50,50,40,3,0,0,0,0,https://i.imgur.com/vkN3Cao.png
SS-7/100,"Kinnianne, Ambassador to the Mipedians","Kinnianne, Embaixadora dos Mipedians",Kinnianne,Kinnianne,Ambassador to the Mipedians, Embaixadora dos Mipedians,ss,super rare,overworld,Ambassador,Embaixador,"Mipedian Creatures you control are healed an additional 5 damage.
Kinnianne can play Mipedian Mugic.","Os Mipedians que você controla recebem 5 de cura adicional quando curados.
Kinnianne pode usar Mugics Mipedian.",,,,,false,true,false,false,,"Khary Randolph, Emilio Lopez, David Curiel",7/100,false,70,45,75,70,55,2,0,0,1,0,https://i.imgur.com/gyURTfp.png
